artist,stratum,field,url,label,notes
U.D.O.,booked,spotify,https://open.spotify.com/artist/2aWjaq32aRQo58dw0w8NM6,,
U.D.O.,booked,facebook,https://www.facebook.com/udoonline,,
Nazareth,booked,website,https://www.nazarethdirect.co.uk,,
Nazareth,booked,spotify,https://open.spotify.com/artist/5L1D4kYlR77oW5T3iJ3J4i,,
Nazareth,booked,instagram,https://www.instagram.com/nazarethbandofficial,,
Nazareth,booked,facebook,https://www.facebook.com/nazarethofficial,,
Nazareth,booked,youtube,https://www.youtube.com/channel/UCuC2c6qHkY-7W2q9s_q-z9Q,,
Nazareth,booked,vk,https://vk.com/nazarethband,,
Graveyard,booked,website,https://graveyardmusic.bandcamp.com,,
Graveyard,booked,spotify,https://open.spotify.com/artist/7z14N2Y1E6zS5l2J9O0p4M,,
Graveyard,booked,instagram,https://www.instagram.com/graveyardsweden,,
Graveyard,booked,facebook,https://www.facebook.com/graveyardofficial,,
Graveyard,booked,youtube,https://www.youtube.com/@GraveyardSweden,,
Girls,booked,spotify,https://open.spotify.com/artist/5L4d5J5D5W6A4E8M7Z6x4q,,
Girls,booked,facebook,https://www.facebook.com/GirlsSanFrancisco/,,
Girls,booked,youtube,https://www.youtube.com/channel/UC-D_4-Lq1_f_4FfC2N-wQ8A,,
The Acorn,booked,website,http://www.theacorn.ca/,,
The Acorn,booked,instagram,https://www.instagram.com/theacorn,,
The Acorn,booked,facebook,https://www.facebook.com/theacornofficial,,
The Acorn,booked,youtube,https://www.youtube.com/channel/UCxElRsgWVxUdCrhi4KrsqYQ,,
Jason Bonham,booked,website,http://www.jasonbonham.net,,
Jason Bonham,booked,spotify,https://open.spotify.com/artist/5T6YKEZhM6rVwCEm5PLKL8,,
Jason Bonham,booked,facebook,https://www.facebook.com/JasonBonhamOfficial,,
Jason Bonham,booked,youtube,https://www.youtube.com/channel/UC4LZOcli1dgzDoRt3MPqgCw,,
The Smashing Pumpkins,booked,website,https://smashingpumpkins.com,,
The Smashing Pumpkins,booked,spotify,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,,
The Smashing Pumpkins,booked,instagram,https://www.instagram.com/smashingpumpkins,,
The Smashing Pumpkins,booked,facebook,https://www.facebook.com/smashingpumpkins,,
The Smashing Pumpkins,booked,youtube,https://www.youtube.com/user/smashingpumpkins,,
Aloe Blacc,booked,website,http://www.aloeblacc.com/,,
Aloe Blacc,booked,spotify,https://open.spotify.com/artist/0id62QV2SZZfvBn9xpmuCl,,
Aloe Blacc,booked,instagram,https://www.instagram.com/aloeblacc,,
Aloe Blacc,booked,facebook,https://www.facebook.com/aloeblacc,,
Aloe Blacc,booked,youtube,https://www.youtube.com/channel/UCzZegs5Uz4uhFFPsdQVcC-A,,
Jennie,booked,website,https://www.jenn.ie/,,
Jennie,booked,spotify,https://open.spotify.com/artist/250b0Wlc5Vk0CoUsaCY84M,,
Jennie,booked,instagram,https://www.instagram.com/jennierubyjane/,,
Jennie,booked,youtube,https://music.youtube.com/channel/UCAl7xQ6q0PEgZMQD7zr4AKQ,,
Charon,booked,website,http://www.charon.fi,,
Charon,booked,spotify,https://open.spotify.com/artist/2z7x1g9Jk8v5P0n7l4e2R1,,
Charon,booked,facebook,https://www.facebook.com/charonband,,
Charon,booked,youtube,https://www.youtube.com/channel/UCOgaw6EQy6PlkKrb42LLx2A,,
Charon,booked,vk,https://vk.com/charon_band,,
Nicholas Payton,booked,website,http://nicholaspayton.com,,
Nicholas Payton,booked,spotify,https://open.spotify.com/artist/3cwVFmQ6mcUoGR6ZvIPuZ4,,
Nicholas Payton,booked,youtube,https://www.youtube.com/channel/UC-rElz7xqZdiO4Jm5CdoM_g,,
Hawksley Workman,booked,website,http://www.hawksleyworkman.com/,,
Hawksley Workman,booked,spotify,https://open.spotify.com/artist/6TXT0xgAes45U8vyHeCIZJ,,
Hawksley Workman,booked,facebook,https://www.facebook.com/WorkmanHawksley,,
Shining,booked,website,https://shining.no,,
Shining,booked,spotify,https://open.spotify.com/artist/3j9rJ49oF24QkZ5M0T5J8b,,
Shining,booked,instagram,https://www.instagram.com/shiningnorway,,
Shining,booked,facebook,https://www.facebook.com/shiningnorway,,
Shining,booked,youtube,https://www.youtube.com/user/shiningnorway,,
Steve Lacy,booked,website,https://www.stevelacys.com,,
Steve Lacy,booked,spotify,https://open.spotify.com/artist/562tpTPPZzJ0F9VbJ2K7QO,,
Steve Lacy,booked,instagram,https://www.instagram.com/stevelacys,,
Steve Lacy,booked,facebook,https://www.facebook.com/stevelacys,,
Steve Lacy,booked,youtube,https://www.youtube.com/@stevelacy,,
Björn Again,booked,website,http://www.bjornagain.com/global.htm,,
Pleasure,booked,website,https://www.pleasure-music.com/,,
Pleasure,booked,spotify,https://open.spotify.com/artist/0rP1Yg7MvS3tZ2a6x9e2u4,,
Pleasure,booked,instagram,https://www.instagram.com/pleasuretheband/,,
Pleasure,booked,facebook,https://www.facebook.com/pleasuretheband/,,
Pleasure,booked,youtube,https://www.youtube.com/@PleasureTheBand,,
Anna von Hausswolff,booked,website,https://annavonhausswolff.org/,,
Anna von Hausswolff,booked,spotify,https://open.spotify.com/artist/1eiXrvua27VlWgZ9kiaIn6,,
Anna von Hausswolff,booked,instagram,https://www.instagram.com/annavonhausswolff,,
Anna von Hausswolff,booked,facebook,https://www.facebook.com/annavonhausswolff,,
Anna von Hausswolff,booked,youtube,https://www.youtube.com/@AnnavonHausswolff,,
The Walkers,booked,website,http://www.thewalkers.nl/,,
The Walkers,booked,spotify,https://open.spotify.com/artist/2c2nB3d5x7V8r9Zp1W5f3V,,
The Knack,booked,website,http://www.theknack.com/,,
The Knack,booked,spotify,https://open.spotify.com/artist/0Nn9YwJzcaeuU1jJL06e3r,,
The Knack,booked,youtube,https://music.youtube.com/channel/UC2-ZbJHsDK6qngTnkQPF5Ug,,
Ashnikko,booked,website,https://www.ashnikko.com/,,
Ashnikko,booked,spotify,https://open.spotify.com/artist/3PyJHH2wyfQK3WZrk9rpmP,,
Ashnikko,booked,instagram,https://www.instagram.com/ashnikko/,,
Ashnikko,booked,facebook,https://www.facebook.com/ashnikkomusic,,
Ashnikko,booked,youtube,https://www.youtube.com/channel/UCprhwr86ckrMC2q9jX8qMnw,,
Ashnikko,booked,vk,https://vk.com/ashnikko,,
Lila Downs,booked,website,https://www.liladowns.com/,,
Lila Downs,booked,spotify,https://open.spotify.com/artist/3mXI2gpwWnNO9qbQG3n3EP,,
Lila Downs,booked,instagram,https://www.instagram.com/liladowns,,
Lila Downs,booked,facebook,https://www.facebook.com/LilaDownsOficial,,
Lila Downs,booked,youtube,https://www.youtube.com/channel/UCddIE0jG7qBBBMZ3WRPJZcQ,,
Davina,booked,spotify,https://open.spotify.com/artist/4sHh3a9eS2c8R7Q9vD5f6K,,
Current Joys,booked,website,https://www.currentjoys.com,,
Current Joys,booked,spotify,https://open.spotify.com/artist/0m5FakHKCQdA7UN0PIzMcL,,
Current Joys,booked,instagram,https://www.instagram.com/currentjoys,,
Current Joys,booked,facebook,https://www.facebook.com/currentjoys,,
Current Joys,booked,youtube,https://www.youtube.com/channel/UCagxVaYQ0rk4NX_kn5YXgyA,,
Lenka,booked,website,http://www.lenkamusic.com/,,
Lenka,booked,spotify,https://open.spotify.com/artist/5g3uG8zZZANGT6YOssgjfC,,
Lenka,booked,instagram,https://www.instagram.com/lenkamusic,,
Lenka,booked,facebook,https://www.facebook.com/lenka,,
Fernando Delgadillo,booked,website,https://www.fernandodelgadillo.com.mx,,
Fernando Delgadillo,booked,spotify,https://open.spotify.com/artist/1Nn7N1J8x1tH4zZl4o9u0O,,
Fernando Delgadillo,booked,instagram,https://www.instagram.com/fdelgadillooficial,,
Fernando Delgadillo,booked,facebook,https://www.facebook.com/fdelgadillooficial,,
Fernando Delgadillo,booked,youtube,https://www.youtube.com/channel/UCfTqQ0V7d5P6C1J_W8Xn4tA,,
Lebanon Hanover,booked,website,https://lebanonhanover.bandcamp.com/,,
Lebanon Hanover,booked,facebook,https://www.facebook.com/lebanonhanover,,
Lebanon Hanover,booked,youtube,https://www.youtube.com/channel/UCUM2Q6aQXYex5y36sBej0Ng,,
Widowspeak,booked,website,http://widowspeak.bandcamp.com,,
Widowspeak,booked,spotify,https://open.spotify.com/artist/5ZW7HlSuZz8ng2X21cXbdP,,
Widowspeak,booked,instagram,https://www.instagram.com/widowspeaking,,
Widowspeak,booked,facebook,https://www.facebook.com/widowspeakband,,
Chanel Beads,booked,website,https://chanelbeads.com,,
Chanel Beads,booked,spotify,https://open.spotify.com/artist/3x11XrMEnyP18hv73pmKRL,,
Himsa,booked,website,https://www.himsa.org/,,
Himsa,booked,facebook,https://www.facebook.com/himsaofficial,,
Spiderbait,booked,website,http://spiderbait.net.au,,
Spiderbait,booked,spotify,https://open.spotify.com/artist/6P7kkhED6EPrfoZuxz20Fo,,
Spiderbait,booked,facebook,https://www.facebook.com/spiderbaitofficial,,
Shiva,booked,website,https://shivaofficial.com,,
Shiva,booked,spotify,https://open.spotify.com/artist/0b36v7j720t721727727,,
Shiva,booked,instagram,https://www.instagram.com/fuckshiva,,
Shiva,booked,facebook,https://www.facebook.com/shiva.official,,
Shiva,booked,youtube,https://www.youtube.com/@ShivaOfficial,,
Shiva,booked,telegram,https://t.me/shiva_etr,,
The Lemon Twigs,booked,website,https://www.thelemontwigs.com/,,
The Lemon Twigs,booked,spotify,https://open.spotify.com/artist/7eYZSXnQVCODCVmTV8Hk2T,,
The Lemon Twigs,booked,instagram,https://www.instagram.com/thelemontwigs/,,
The Lemon Twigs,booked,facebook,https://www.facebook.com/TheLemonTwigs,,
Lynda Lemay,booked,website,https://www.lyndalemay.com/,,
Lynda Lemay,booked,spotify,https://open.spotify.com/artist/6rVJyC8TepqtRRPeEFZfi0,,
Lynda Lemay,booked,facebook,https://www.facebook.com/LyndaLemayOfficiel,,
Pelican,booked,website,http://www.pelicansong.com/,,
Pelican,booked,spotify,https://open.spotify.com/artist/0Gq06EJlfPumvCdMsnkJFp,,
Pelican,booked,facebook,https://www.facebook.com/pelicansong,,
Mystery Jets,booked,website,https://www.mysteryjets.com/,,
Mystery Jets,booked,spotify,https://open.spotify.com/artist/09K1H1DgyIXHsMx2j7KTFX,,
Mystery Jets,booked,facebook,https://www.facebook.com/mysteryjets,,
Ilse DeLange,booked,website,https://ilsedelange.com,,
Ilse DeLange,booked,spotify,https://open.spotify.com/artist/3FTKP1k9VbOng3m1rgnsqx,,
Ilse DeLange,booked,instagram,https://www.instagram.com/ilsedelangemusic,,
Ilse DeLange,booked,facebook,https://www.facebook.com/ilsedelange,,
Ilse DeLange,booked,youtube,https://www.youtube.com/@ilsedelange,,
Laurent Voulzy,booked,website,http://www.laurentvoulzy.com/,,
Laurent Voulzy,booked,spotify,https://open.spotify.com/artist/6ogXCiVOaz2afPmMNHph7Z,,
Laurent Voulzy,booked,youtube,https://www.youtube.com/channel/UC0ehWj8tGuQa7KhWuzwI5Vw,,
Keiko Matsui,booked,website,http://www.keikomatsui.com/,,
Keiko Matsui,booked,spotify,https://open.spotify.com/artist/0hps0ju4DV1qFI5NFHfOH4,,
Keiko Matsui,booked,youtube,https://www.youtube.com/channel/UCWxHZUJ9poWEhsuQuWkpoug,,
Di Derre,booked,website,https://www.diderre.no,,
Di Derre,booked,spotify,https://open.spotify.com/artist/0J5L8eN7k4q7l1b2s5V3nZ,,
Di Derre,booked,instagram,https://www.instagram.com/diderre,,
Di Derre,booked,facebook,https://www.facebook.com/diderre,,
Simple Minds,booked,website,http://www.simpleminds.com/,,
Simple Minds,booked,spotify,https://open.spotify.com/artist/6hN9F0iuULZYWXppob22Aj,,
Simple Minds,booked,instagram,https://www.instagram.com/simplemindsmusic,,
Simple Minds,booked,facebook,https://www.facebook.com/simpleminds,,
Simple Minds,booked,youtube,https://www.youtube.com/channel/UCXBep4C-pg5oCTrjw3nO-LA,,
Unearth,booked,website,http://www.heavenshallburn.com/,,
Unearth,booked,instagram,https://www.instagram.com/unearthofficial,,
Unearth,booked,facebook,https://www.facebook.com/unearthofficial,,
Kendrick Lamar,booked,website,https://oklama.com,,
Kendrick Lamar,booked,spotify,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,,
Kendrick Lamar,booked,instagram,https://www.instagram.com/jojoruski,,
Kendrick Lamar,booked,facebook,https://www.facebook.com/kendricklamar,,
Kendrick Lamar,booked,youtube,https://www.youtube.com/channel/UCoYfzC2zMlc9M-Odgaf6OSg,,
Bird on the Wire,booked,website,https://birdonthewire.net,,
Bird on the Wire,booked,spotify,https://open.spotify.com/artist/1G8h9jK2lM3nN4oO5pP6qQ,,
Bird on the Wire,booked,instagram,https://www.instagram.com/birdonthewireuk,,
Bird on the Wire,booked,facebook,https://www.facebook.com/birdonthewire,,
Bird on the Wire,booked,youtube,https://www.youtube.com/user/birdonthewire,,
Bent,booked,website,http://www.bent-world.com/,,
Bent,booked,spotify,https://open.spotify.com/artist/59xljcfdN2Z9VX2U5RFKEa,,
Alessandro Cortini,booked,website,https://www.alessandrocortini.com,,
Alessandro Cortini,booked,spotify,https://open.spotify.com/artist/0gZ1v889p4tH1b5D3S5A4b,,
Alessandro Cortini,booked,instagram,https://www.instagram.com/ale_cortini,,
Alessandro Cortini,booked,facebook,https://www.facebook.com/alessandrocortiniofficial,,
Alessandro Cortini,booked,youtube,https://www.youtube.com/channel/UC-N13hK6b6ZlJq3w3d4r8xA,,
Ours Samplus,booked,website,https://www.ourssamplus.com,,
Ours Samplus,booked,spotify,https://open.spotify.com/artist/3B3PzM4l8T5HkY2V6fT4S8,,
Ours Samplus,booked,instagram,https://www.instagram.com/ourssamplus,,
Ours Samplus,booked,facebook,https://www.facebook.com/OursSamplus,,
Ours Samplus,booked,youtube,https://www.youtube.com/user/OursSamplus,,
Arcángel,booked,website,https://www.arcangel.pr/,,
Arcángel,booked,spotify,https://open.spotify.com/artist/4VMYqckdjabG9fJ1lHqZfB,,
Arcángel,booked,instagram,https://www.instagram.com/arcangel/,,
Arcángel,booked,facebook,https://www.facebook.com/Arcangel,,
Arcángel,booked,youtube,https://www.youtube.com/@Arcangel,,
Hardline,booked,website,https://www.hardlinerocks.com/,,
Hardline,booked,tourUrl,https://www.hardlinerocks.com/tour-dates/,,
Thomas Anders,booked,website,https://www.thomas-anders.com,,
Thomas Anders,booked,spotify,https://open.spotify.com/artist/3u1s2s3s4s5s6s7s8s9s0s,,
Thomas Anders,booked,instagram,https://www.instagram.com/thomasanders_official,,
Thomas Anders,booked,facebook,https://www.facebook.com/thomasandersofficial,,
Thomas Anders,booked,youtube,https://www.youtube.com/user/ThomasAndersTV,,
Mell,booked,website,http://www.geneon-ent.co.jp/rondorobe/music/ive/mell/,,
Mell,booked,spotify,https://open.spotify.com/artist/7z5G9H3j1K2l4M6n8P0qRs,,
Mike Campbell,booked,website,https://www.mikecampbellofficial.com/,,
Mike Campbell,booked,spotify,https://open.spotify.com/artist/6P06L5y0xY3C7jXkHhLwQp,,
Mike Campbell,booked,instagram,https://www.instagram.com/mikecampbellofficial/,,
Mike Campbell,booked,facebook,https://www.facebook.com/MikeCampbellOfficial,,
Mike Campbell,booked,youtube,https://www.youtube.com/channel/UCX7s4wS0Jp8G1w5r_q8k4-w,,
Rhye,booked,website,https://www.rhyemusic.com,,
Rhye,booked,spotify,https://open.spotify.com/artist/2W10m6Zc5J0N3rM1gU0W6G,,
Rhye,booked,instagram,https://www.instagram.com/rhye,,
Rhye,booked,facebook,https://www.facebook.com/rhye,,
Rhye,booked,youtube,https://www.youtube.com/channel/UCyMh3s74Jq1y9Yf9P9zE9gQ,,
Iona,booked,website,http://www.iona.uk.com/,,
Iona,booked,spotify,https://open.spotify.com/artist/3YJv1zZ6u4l6t8K9Y1p5Xb,,
Iona,booked,facebook,https://www.facebook.com/ionauk/,,
Jason Wade,booked,spotify,https://open.spotify.com/artist/4rG8p21Wk44Y4fH162Wv74,,
Jason Wade,booked,instagram,https://www.instagram.com/jasonwadeofficial,,
Jason Wade,booked,facebook,https://www.facebook.com/jasonwadeofficial,,
Jason Wade,booked,youtube,https://www.youtube.com/channel/UCyM7R5Y7hZ6X6wJ0lJ7q8iA,,
Maria Taylor,head,website,http://www.mariataylormusic.com/,,
Maria Taylor,head,spotify,https://open.spotify.com/artist/6iKiDPed4LAQEcPZpvf00m,,
Maria Taylor,head,instagram,https://www.instagram.com/mariataylor1111/,,
Maria Taylor,head,facebook,https://www.facebook.com/mariataylor,,
Lizzo,head,website,https://lizzomusic.com,,
Lizzo,head,spotify,https://open.spotify.com/artist/56oDRnqbIiwx4mymNEv7dS,,
Lizzo,head,instagram,https://www.instagram.com/lizzobeeating,,
Lizzo,head,facebook,https://www.facebook.com/LizzoMusic,,
Lizzo,head,youtube,https://www.youtube.com/channel/UCXVMHu5xDH1oOfUGvaLyjGg,,
Wipers,head,spotify,https://open.spotify.com/artist/7DaV02yTyHwXuX5u9UlXRR,,
Wipers,head,facebook,https://www.facebook.com/Wipers-219123031455466,,
Lash,head,spotify,https://open.spotify.com/artist/1iauY7dzsICyUxGh2Ln0SE,,
Tragically Hip,head,website,http://www.thehip.com/,,
Tragically Hip,head,spotify,https://open.spotify.com/artist/0YMeriqrS3zgsX24nfY0F0,,
Tragically Hip,head,instagram,https://www.instagram.com/thetragicallyhip,,
Tragically Hip,head,facebook,https://www.facebook.com/theTragicallyHip,,
Tragically Hip,head,youtube,https://www.youtube.com/channel/UCJlTNV-9HgE8ihg-Ghd0ZbA,,
Etienne Daho,head,website,https://dahofficial.com/,,
Etienne Daho,head,spotify,https://open.spotify.com/artist/5aDKJuLDczfmHfRSOmHCJk,,
Etienne Daho,head,facebook,https://www.facebook.com/EtienneDaho,,
Etienne Daho,head,youtube,https://www.youtube.com/channel/UCIRK-6D3E0vgYMpaw7Ugvxw,,
Kane Brown,head,website,https://www.kanebrownmusic.com/,,
Kane Brown,head,spotify,https://open.spotify.com/artist/3oSJ7TBVCWMDMiYjXNiCKE,,
Kane Brown,head,instagram,https://www.instagram.com/kanebrown_music,,
Kane Brown,head,facebook,https://www.facebook.com/kaneallenbrown,,
Kane Brown,head,youtube,https://www.youtube.com/channel/UC2QTDn02Xobvy_N2bb_Zzlw,,
Bernadette Peters,head,website,https://www.officialbernadettepeters.com,,
Bernadette Peters,head,instagram,https://www.instagram.com/officialbernadettepeters,,
Bernadette Peters,head,facebook,https://www.facebook.com/BernadettePeters,,
Jaco Pastorius,head,website,http://www.jacopastorius.com/,,
Jaco Pastorius,head,spotify,https://open.spotify.com/artist/3U3C9o6UTYNdEsDckpRyvX,,
Jaco Pastorius,head,facebook,https://www.facebook.com/jacopastorius,,
Boudewijn de Groot,head,website,http://www.boudewijndegroot.nl/,,
Boudewijn de Groot,head,spotify,https://open.spotify.com/artist/3h6rezLYXc5QU08SCKZtyO,,
Deee-Lite,head,website,http://www.ladykier.com/,,
Deee-Lite,head,spotify,https://open.spotify.com/artist/4eQJIXFEujzhTVVS1gIfu5,,
Deee-Lite,head,facebook,https://www.facebook.com/deeeliteladymisskier,,
Deee-Lite,head,youtube,https://www.youtube.com/channel/UCfWpcfOju6BioTnP9dVWkJQ,,
Baby Rasta & Gringo,head,website,http://www.babyrastaygringotv.com/,,
Baby Rasta & Gringo,head,spotify,https://open.spotify.com/artist/3IEvQoAohcGX7CdrbtIle7,,
